,customer_id,company_name,industry,region,signup_date,plan_type,monthly_usage,support_tickets,last_active_date,churn_flag,lifetime_value,nps_score
2354,2355,Davis-King,Logistics,Europe,11/26/2025,Pro,36,2,2/19/2026,0,1097.55,25
2355,2356,"Williams, Green and Jordan",Healthcare,Europe,7/9/2022,Pro,31,1,9/24/2022,0,962.51,14
2356,2357,Jimenez Ltd,Manufacturing,North America,6/26/2024,Basic,8,1,7/23/2024,0,236.17,10
2357,2358,Walker and Sons,Retail,Europe,5/13/2026,Free,6,2,10/15/2026,1,14.26,-22
2358,2359,Lee Inc,Logistics,North America,5/20/2023,Free,6,0,7/30/2023,1,51.58,-50
2359,2360,Jenkins-Kelly,Manufacturing,Europe,8/11/2024,Free,3,0,8/11/2024,1,13.21,24
2360,2361,Wright Group,Manufacturing,Europe,6/16/2023,Free,11,0,11/11/2023,0,94.19,-51
2361,2362,"Johns, Mitchell and Cooper",Manufacturing,North America,3/10/2024,Basic,14,0,6/8/2024,0,257.38,47
2362,2363,Price-Bell,Healthcare,Europe,12/5/2022,Free,10,2,3/11/2023,0,23.49,23
2363,2364,Franklin Ltd,Retail,Asia-Pacific,2/21/2025,Pro,35,3,4/19/2025,0,927.35,48
2364,2365,Finley-Rogers,Retail,Asia-Pacific,1/20/2025,Basic,16,2,2/19/2025,0,288.72,-5
2365,2366,Mcgee-Gonzales,Retail,Asia-Pacific,2/1/2026,Free,2,0,3/26/2026,1,12.55,-16
2366,2367,"Rogers, Potter and Mullen",Manufacturing,North America,4/12/2023,Basic,14,1,5/27/2023,0,259.86,53
2367,2368,"Herrera, Cline and Smith",Technology,Asia-Pacific,8/2/2022,Free,4,0,9/11/2022,1,10.63,-19
2368,2369,Lee-Roberts,Manufacturing,Europe,7/30/2023,Enterprise,53,2,11/15/2023,0,5311.92,41
2369,2370,Marshall-Brooks,Finance,Latin America,6/21/2023,Free,7,0,7/17/2023,1,48.09,-44
2370,2371,Miller and Sons,Technology,Asia-Pacific,7/7/2025,Basic,18,0,8/10/2025,0,239.53,62
2371,2372,"Caldwell, Escobar and Greer",Finance,North America,10/10/2024,Basic,14,2,11/20/2024,0,270.32,8
2372,2373,Bowers-Marquez,Retail,Latin America,4/4/2024,Pro,28,4,5/16/2024,0,956.54,37
2373,2374,Davis LLC,Finance,Asia-Pacific,8/25/2023,Free,8,0,10/2/2023,0,62.47,17
2374,2375,"Colon, Burgess and Snow",Retail,Asia-Pacific,4/25/2025,Pro,26,0,5/10/2025,0,946.46,2
2375,2376,Humphrey-Daniels,Manufacturing,North America,7/4/2025,Free,5,0,12/3/2026,1,18.76,-26
2376,2377,Cantrell-Horton,Retail,North America,3/23/2024,Enterprise,46,4,5/19/2024,0,5144.43,24
2377,2378,"Alexander, Cruz and Potts",Finance,North America,8/9/2025,Free,2,0,9/18/2025,1,14.79,49
2378,2379,"Wallace, Morse and Mcbride",Logistics,Europe,1/17/2023,Pro,28,2,2/21/2023,0,920.02,12
2379,2380,Bautista Group,Logistics,North America,5/11/2024,Free,5,0,6/15/2024,1,42.89,32
2380,2381,Dyer-Miller,Finance,North America,10/31/2023,Basic,19,1,11/25/2023,0,240.47,-25
2381,2382,Williams-Park,Retail,North America,9/20/2023,Free,7,0,10/2/2023,1,48.85,-8
2382,2383,"Thomas, Gray and Simon",Technology,North America,9/22/2022,Basic,20,0,10/9/2022,0,280.39,20
2383,2384,Mcdaniel Ltd,Logistics,Europe,7/11/2023,Basic,11,0,7/30/2023,0,248.47,14
2384,2385,"Macdonald, Jones and Nichols",Retail,Europe,3/23/2023,Basic,13,2,7/6/2023,0,274.61,31
2385,2386,"Holloway, Moore and Stafford",Finance,Asia-Pacific,5/20/2022,Free,6,0,6/4/2022,1,16.64,-25
2386,2387,"Golden, Wilson and Davidson",Logistics,Asia-Pacific,10/30/2025,Enterprise,52,0,1/6/2026,0,5370.98,64
2387,2388,Singh-Ashley,Healthcare,North America,12/30/2025,Basic,14,1,1/14/2026,0,236.79,11
2388,2389,Robinson-Ford,Manufacturing,Latin America,6/20/2023,Free,3,0,7/4/2023,1,16.7,34
2389,2390,Jackson-Thomas,Retail,Europe,1/1/2025,Basic,17,3,1/5/2025,0,258.41,42
2390,2391,"Moreno, Ramirez and Salinas",Technology,North America,7/10/2025,Pro,35,2,10/10/2025,0,971.19,51
2391,2392,"Blevins, Rodriguez and James",Finance,North America,3/15/2024,Free,3,0,12/1/2024,1,24.11,-16
2392,2393,"Riley, Taylor and Cervantes",Finance,Europe,7/31/2025,Pro,26,1,8/6/2025,0,1008.3,28
2393,2394,Glenn-Gonzalez,Healthcare,Latin America,10/12/2023,Pro,30,1,1/17/2024,0,876.47,39
2394,2395,"Osborne, Martin and Miller",Retail,North America,5/29/2024,Free,6,0,6/25/2024,1,50.43,48
2395,2396,Price Group,Logistics,Latin America,10/15/2022,Pro,35,3,10/25/2022,0,934.22,49
2396,2397,Walker-David,Retail,North America,12/4/2023,Enterprise,38,0,6/19/2024,0,5245.11,42
2397,2398,"Hicks, Reid and Santiago",Retail,North America,12/29/2023,Pro,34,2,2/3/2024,0,950.12,34
2398,2399,Anderson LLC,Finance,North America,12/18/2022,Enterprise,49,5,1/1/2023,0,5486.07,20
2399,2400,"Bradley, Villanueva and Morton",Retail,North America,2/6/2024,Enterprise,51,2,2/19/2024,0,5291.23,45
2400,2401,"Hall, Avila and Shepherd",Retail,Asia-Pacific,11/9/2024,Basic,13,1,2/10/2025,0,237.88,29
2401,2402,"Sanchez, Smith and Benjamin",Healthcare,Latin America,9/23/2025,Free,3,0,6/30/2026,1,18.63,0
2402,2403,Young PLC,Manufacturing,Europe,9/21/2024,Free,4,0,11/26/2024,1,8.33,-16
2403,2404,Rice Ltd,Finance,Europe,11/22/2023,Pro,26,0,12/3/2023,0,978.74,48
2404,2405,"Ferguson, Cuevas and Coffey",Healthcare,North America,12/21/2023,Pro,26,1,12/29/2023,0,880.54,29
2405,2406,Ingram-Wang,Finance,North America,1/11/2025,Pro,29,1,1/17/2025,0,1049.74,0
2406,2407,Simon-Wood,Retail,North America,12/13/2024,Free,9,0,12/14/2024,0,61.88,20
2407,2408,Li-Mathews,Finance,North America,4/8/2023,Enterprise,64,3,4/22/2023,0,5322.17,65
2408,2409,Foley Ltd,Finance,Europe,2/16/2023,Pro,37,1,3/5/2023,0,883.72,52
2409,2410,Kennedy Ltd,Logistics,North America,12/10/2022,Basic,15,0,12/15/2022,0,269.29,-34
2410,2411,"Mendez, Hurst and Cardenas",Retail,North America,2/16/2024,Free,6,2,4/15/2024,1,50.41,8
2411,2412,Mejia-Cooper,Logistics,North America,9/16/2025,Basic,9,1,10/21/2025,0,235.99,15
2412,2413,"Delgado, Delgado and Taylor",Retail,Asia-Pacific,6/23/2023,Basic,11,0,7/19/2023,0,245.92,51
2413,2414,Ortiz PLC,Technology,Europe,7/4/2022,Basic,22,1,7/15/2022,0,386.36,21
2414,2415,Rosales-Lee,Logistics,North America,2/9/2023,Free,3,0,2/15/2023,1,18.3,32
2415,2416,"Armstrong, Williams and Butler",Healthcare,Asia-Pacific,7/11/2025,Pro,34,2,9/16/2025,0,1028.72,61
2416,2417,Bell Inc,Healthcare,North America,11/1/2024,Basic,17,1,12/13/2024,0,257.6,45
2417,2418,Matthews LLC,Healthcare,North America,3/11/2023,Basic,16,1,5/9/2023,0,241.57,43
2418,2419,Gordon-Thornton,Healthcare,North America,9/9/2024,Free,6,0,10/3/2024,1,27.03,5
2419,2420,Carroll Ltd,Healthcare,Europe,12/1/2022,Pro,32,1,12/6/2022,0,930.45,67
2420,2421,Rivera-Wilson,Logistics,Asia-Pacific,10/18/2022,Pro,25,1,10/27/2022,0,898.68,44
2421,2422,Gonzalez-Bennett,Retail,North America,5/14/2022,Basic,13,1,8/17/2022,0,265.82,9
2422,2423,"Hicks, Rojas and White",Logistics,Asia-Pacific,12/26/2022,Basic,16,0,2/9/2023,0,265.96,17
2423,2424,"Love, Grant and Richards",Manufacturing,Europe,10/7/2023,Free,2,0,11/17/2023,1,18.27,11
2424,2425,"Gould, Torres and Martin",Manufacturing,Europe,9/20/2025,Basic,16,3,10/3/2025,0,297.08,-6
2425,2426,"Williams, Medina and Rogers",Retail,North America,6/11/2024,Free,4,0,7/6/2024,1,39.17,-19
2426,2427,"Carlson, Rodriguez and Chambers",Healthcare,Europe,5/8/2025,Basic,9,0,9/20/2025,0,272.72,9
2427,2428,Chaney-Horn,Manufacturing,Europe,2/8/2023,Basic,17,1,7/15/2024,0,318.91,14
2428,2429,Rose LLC,Finance,Asia-Pacific,10/23/2023,Basic,15,0,3/13/2024,0,288.39,46
2429,2430,"Cunningham, Barnett and Gomez",Logistics,North America,11/14/2024,Pro,36,4,12/21/2024,0,1032.7,63
2430,2431,Hernandez Inc,Manufacturing,North America,5/2/2024,Basic,15,0,9/27/2024,0,339.23,26
2431,2432,"Harris, Turner and Patrick",Manufacturing,Europe,8/24/2024,Basic,21,1,9/15/2024,0,396.54,0
2432,2433,"Morrison, Shaffer and Graham",Manufacturing,Europe,9/23/2024,Basic,10,1,11/19/2024,0,249.9,0
2433,2434,"Matthews, Phillips and Rowe",Retail,Europe,11/28/2023,Enterprise,57,3,1/8/2024,0,5486.95,66
2434,2435,Kent-Molina,Manufacturing,Europe,2/19/2023,Pro,25,1,4/19/2023,0,905.79,11
2435,2436,Wilkins LLC,Retail,North America,6/22/2025,Basic,14,0,8/17/2025,0,277.37,10
2436,2437,Baker LLC,Technology,North America,3/7/2024,Free,8,0,6/17/2024,0,79.04,-3
2437,2438,Wheeler-Stewart,Logistics,Asia-Pacific,1/4/2023,Free,7,0,2/24/2023,1,25.53,-38
2438,2439,"Lewis, Ayers and Jones",Technology,Latin America,7/11/2024,Pro,27,1,7/24/2024,0,866.8,31
2439,2440,Gomez LLC,Finance,Europe,12/7/2024,Pro,36,1,12/30/2024,0,968.55,37
2440,2441,Stewart-Davis,Manufacturing,Europe,11/25/2023,Free,8,1,7/18/2024,0,55.83,-50
2441,2442,Larson Group,Finance,Europe,9/16/2022,Free,5,0,10/7/2022,1,26.59,-9
2442,2443,Garcia-Anderson,Manufacturing,Asia-Pacific,7/9/2024,Basic,17,0,11/6/2024,0,312.92,-8
2443,2444,"Beasley, Sweeney and Johnson",Technology,Europe,6/8/2025,Enterprise,55,3,12/17/2025,0,5328.68,70
2444,2445,"Moore, Reese and Whitehead",Retail,North America,3/6/2026,Free,7,0,3/16/2026,1,63.27,-41
2445,2446,"Wilson, Johnson and Brown",Logistics,Asia-Pacific,4/10/2025,Enterprise,57,2,6/2/2025,0,5173.83,52
2446,2447,Nunez-Allen,Manufacturing,Asia-Pacific,9/28/2023,Basic,20,1,10/4/2023,0,297.96,39
2447,2448,"Gates, Morrow and Moran",Manufacturing,North America,11/27/2025,Basic,14,0,12/29/2025,0,327.62,42
2448,2449,"Davis, Rodriguez and Smith",Finance,Asia-Pacific,6/24/2025,Pro,23,1,9/25/2025,0,986.84,67
2449,2450,"Webb, Moss and Sanders",Finance,North America,8/22/2024,Pro,38,1,10/12/2024,0,1087.83,21
2450,2451,Carey-Ray,Technology,Europe,6/10/2025,Enterprise,55,2,6/14/2025,0,5220.63,66
2451,2452,"Martin, Roach and Welch",Logistics,North America,6/25/2025,Free,2,0,8/19/2025,1,13.52,-12
2452,2453,"Thompson, Sullivan and Williams",Finance,Europe,12/22/2022,Pro,28,2,12/31/2022,0,862.19,41
2453,2454,"Hernandez, Walker and Patel",Technology,North America,10/18/2023,Pro,24,0,11/28/2023,0,1031.3,28
2454,2455,"Hoover, Clark and Gallegos",Logistics,Europe,1/27/2025,Basic,17,0,2/24/2025,0,242.03,-25
2455,2456,"Smith, Wheeler and Brown",Technology,North America,9/14/2024,Enterprise,55,2,10/7/2024,0,5304.64,60
2456,2457,Goodman-Case,Retail,Asia-Pacific,10/9/2023,Pro,27,2,12/28/2023,0,986.18,66
2457,2458,Ford Inc,Logistics,Asia-Pacific,9/27/2025,Free,3,1,10/18/2025,1,7.31,-40
2458,2459,Dunn LLC,Finance,Europe,5/20/2022,Basic,19,1,6/11/2022,0,358.48,2
2459,2460,"Sullivan, Palmer and Reyes",Finance,Latin America,1/15/2023,Basic,11,0,5/29/2023,0,276.3,-29
2460,2461,Smith-Brandt,Healthcare,Europe,1/2/2026,Basic,15,3,1/25/2026,0,308.5,21
2461,2462,"Harris, Peters and Carter",Technology,North America,7/3/2022,Free,7,0,2/28/2023,1,43.19,-18
2462,2463,"White, Parker and Dougherty",Retail,Europe,3/7/2025,Enterprise,60,4,3/23/2025,0,5405.86,79
2463,2464,"Acosta, Sutton and Marquez",Manufacturing,Latin America,8/11/2025,Free,5,1,2/14/2026,1,49.12,-12
2464,2465,"Hayes, Ho and Galvan",Finance,North America,7/8/2024,Free,2,1,1/5/2025,1,6.04,35
2465,2466,"Little, Williams and Murray",Healthcare,North America,9/29/2023,Enterprise,54,1,12/13/2023,0,5291.52,41
2466,2467,"Jones, Walsh and Hamilton",Logistics,North America,6/17/2024,Pro,26,5,6/18/2024,0,1038.25,26
2467,2468,"White, Smith and Taylor",Manufacturing,Asia-Pacific,11/15/2025,Basic,12,4,12/18/2025,0,255.67,35
2468,2469,Evans LLC,Manufacturing,Latin America,9/20/2023,Free,6,1,9/27/2023,1,36.72,-7
2469,2470,"Blackwell, Woods and Gross",Finance,Europe,1/28/2023,Basic,15,1,4/8/2023,0,311.76,19
2470,2471,Kaiser and Sons,Manufacturing,North America,1/13/2025,Pro,21,0,3/13/2025,0,904.43,64
2471,2472,Johnson and Sons,Retail,North America,10/24/2023,Free,5,0,2/27/2024,1,34.17,-60
2472,2473,"Lopez, Rodriguez and Howe",Healthcare,North America,11/26/2024,Basic,15,1,3/6/2025,0,349.15,-9
2473,2474,"Neal, Terry and Lam",Technology,Asia-Pacific,12/11/2022,Free,4,0,12/17/2022,1,39.31,-6
2474,2475,"Davis, Johnson and Joseph",Healthcare,North America,7/5/2024,Basic,19,2,12/6/2024,0,248.06,30
2475,2476,"Parker, Pruitt and Campbell",Logistics,Latin America,2/3/2024,Basic,17,1,2/28/2024,0,292.84,56
2476,2477,Beasley Ltd,Technology,Europe,5/10/2024,Free,6,0,5/14/2024,1,32.22,38
2477,2478,Miller-Baker,Retail,Asia-Pacific,4/16/2024,Free,4,0,10/12/2024,1,31.09,-58
2478,2479,"Greene, Morgan and Watson",Technology,Asia-Pacific,7/26/2023,Free,8,0,8/7/2023,0,20.38,-59
2479,2480,"Carlson, Dominguez and Cooper",Finance,North America,1/3/2024,Pro,32,4,3/3/2024,0,892.54,33
2480,2481,Leonard-Rodriguez,Healthcare,Asia-Pacific,5/21/2024,Pro,22,2,8/4/2024,0,903.07,14
2481,2482,Crawford and Sons,Technology,Europe,12/27/2023,Enterprise,51,0,1/18/2024,0,5248.46,92
2482,2483,Davidson and Sons,Finance,North America,3/30/2025,Basic,12,0,6/19/2025,0,240.41,48
2483,2484,Osborn and Sons,Manufacturing,Europe,3/4/2023,Free,5,0,5/5/2023,1,13.78,-48
2484,2485,Moss PLC,Logistics,Europe,4/29/2026,Free,3,0,6/6/2026,1,20.22,-36
2485,2486,"Mata, Lambert and Franklin",Logistics,Europe,11/16/2023,Free,3,0,12/10/2023,1,26.88,-15
2486,2487,Mcpherson Inc,Logistics,North America,4/17/2024,Basic,12,0,6/15/2024,0,248.98,44
2487,2488,Lawrence PLC,Manufacturing,Europe,7/19/2024,Basic,19,0,8/21/2024,0,350.12,35
2488,2489,"Young, Salazar and Alvarado",Logistics,North America,10/21/2025,Basic,17,0,1/8/2026,0,252.66,25
2489,2490,"Strong, Cain and Long",Logistics,Asia-Pacific,3/28/2025,Enterprise,58,2,4/23/2025,0,5135.92,95
2490,2491,"Perry, Jackson and Thomas",Healthcare,Latin America,12/29/2023,Pro,25,1,2/17/2024,0,915.16,42
2491,2492,"West, Bennett and Wilson",Logistics,Europe,9/21/2024,Basic,20,0,11/29/2024,0,279.23,-5
2492,2493,Gilmore LLC,Technology,Asia-Pacific,5/26/2023,Free,4,0,6/3/2023,1,19.09,76
2493,2494,Rodriguez and Sons,Healthcare,Asia-Pacific,6/5/2022,Enterprise,63,2,6/5/2022,0,5517.54,55
2494,2495,Martin-Benjamin,Logistics,Europe,6/22/2025,Free,5,1,7/29/2025,1,23.89,13
2495,2496,"Powell, Ferguson and Shaw",Technology,Europe,1/23/2024,Free,7,0,2/28/2024,1,51.73,1
2496,2497,Anderson-Jackson,Finance,Latin America,10/5/2024,Basic,19,2,12/8/2024,0,287.92,3
2497,2498,Leonard Ltd,Manufacturing,Asia-Pacific,9/30/2024,Free,7,0,1/25/2025,1,51.75,19
2498,2499,Scott-Wolfe,Technology,North America,10/5/2022,Pro,27,2,10/29/2022,0,1002.46,5
2499,2500,"Bryant, Berry and Smith",Manufacturing,Europe,7/3/2024,Enterprise,32,3,7/8/2024,0,5088.47,63
2500,2501,"Rogers, Mathis and Martin",Healthcare,Latin America,8/20/2025,Enterprise,54,2,10/26/2025,0,5375.79,60
2501,2502,Shaw Ltd,Logistics,Europe,7/9/2025,Basic,15,1,9/28/2025,0,239.23,48
2502,2503,Young Ltd,Manufacturing,North America,12/2/2024,Basic,14,0,1/11/2025,0,316.67,37
2503,2504,"Richards, Brock and Hall",Technology,North America,1/16/2026,Free,3,0,2/19/2026,1,22.09,2
2504,2505,"Harris, Martin and Romero",Finance,Latin America,5/31/2025,Free,6,1,7/26/2025,1,23.06,-1
2505,2506,"Goodman, Wagner and Martinez",Manufacturing,Europe,5/23/2022,Basic,11,1,7/21/2022,0,298.4,12
2506,2507,"Smith, Sandoval and Gonzalez",Healthcare,North America,1/17/2024,Basic,17,0,3/2/2024,0,365.2,58
2507,2508,Andrews-Paul,Retail,Asia-Pacific,1/21/2024,Pro,23,0,1/24/2024,0,940.78,29
2508,2509,Brooks-Hoffman,Manufacturing,Asia-Pacific,12/17/2024,Pro,25,0,6/22/2025,0,1016.9,38
2509,2510,Miller PLC,Healthcare,Latin America,12/31/2024,Enterprise,52,2,7/10/2025,0,5516.8,65
2510,2511,"Lowe, Jones and Oliver",Retail,Asia-Pacific,6/26/2025,Basic,14,0,8/7/2025,0,253.14,29
2511,2512,Nielsen-Good,Retail,North America,10/9/2022,Basic,10,4,11/8/2022,0,264.8,16
2512,2513,"Scott, Russell and Juarez",Manufacturing,North America,12/26/2023,Basic,7,0,2/11/2024,1,235.26,19
2513,2514,Rubio-Cook,Logistics,North America,2/7/2025,Free,5,0,4/17/2025,1,34.49,-21
2514,2515,"Rodriguez, Brown and Johnson",Finance,Asia-Pacific,3/24/2024,Basic,15,0,9/16/2024,0,349.99,15
2515,2516,Small-Smith,Finance,Asia-Pacific,7/27/2022,Enterprise,58,3,8/3/2022,0,5459.04,47
2516,2517,"Williams, Miller and Buchanan",Retail,North America,6/1/2025,Basic,19,2,10/3/2025,0,266.05,12
2517,2518,"Bowen, Young and Gordon",Manufacturing,North America,10/9/2023,Basic,15,4,2/7/2024,0,260.17,10
2518,2519,"Solomon, Jones and Vincent",Manufacturing,Latin America,10/24/2024,Basic,8,1,2/12/2025,0,251.81,26
2519,2520,Williams PLC,Manufacturing,North America,12/21/2022,Pro,29,2,12/28/2022,0,1048.88,37
2520,2521,Villa-Barker,Healthcare,North America,3/28/2025,Basic,12,1,4/28/2025,0,238.28,-9
2521,2522,Briggs-Edwards,Finance,North America,3/23/2025,Pro,23,0,4/3/2025,0,902.43,42
2522,2523,Mitchell Inc,Finance,North America,8/30/2022,Pro,24,1,10/9/2022,0,968.71,60
2523,2524,Martinez LLC,Technology,North America,4/6/2025,Basic,17,3,9/11/2025,0,310.83,2
2524,2525,Taylor-Blankenship,Logistics,North America,11/13/2023,Enterprise,50,3,4/1/2024,0,5217.62,73
2525,2526,"Jenkins, Newman and Molina",Healthcare,Latin America,9/13/2025,Free,4,0,10/14/2025,1,31.67,14
2526,2527,"Sanchez, Stewart and Martin",Manufacturing,North America,10/6/2024,Free,3,1,10/22/2024,1,27.05,-32
2527,2528,Griffith PLC,Healthcare,North America,7/20/2022,Pro,32,1,5/18/2023,0,1068.95,58
2528,2529,Montes PLC,Finance,North America,6/18/2023,Free,3,0,7/4/2023,1,17.72,-61
2529,2530,Anderson-Turner,Healthcare,Asia-Pacific,12/10/2023,Free,6,0,1/1/2024,1,49.25,-15
2530,2531,Thompson-Page,Manufacturing,North America,11/2/2022,Free,2,0,7/30/2023,1,16.25,-48
2531,2532,Morrison-Olson,Technology,North America,10/22/2022,Pro,28,1,10/28/2022,0,884.84,4
2532,2533,Ortiz Ltd,Manufacturing,North America,7/28/2025,Basic,11,0,8/12/2025,0,262.77,33
2533,2534,"Brown, Frey and Trevino",Logistics,Asia-Pacific,10/18/2022,Enterprise,48,1,12/5/2022,0,5325,61
2534,2535,"Gallagher, Wood and Willis",Manufacturing,North America,5/10/2024,Basic,16,0,8/7/2024,0,351.06,32
2535,2536,"Dunn, Marshall and Jones",Technology,North America,2/27/2026,Free,3,0,5/16/2026,1,25.15,4
2536,2537,Atkinson LLC,Technology,Europe,2/18/2023,Basic,13,0,2/19/2023,0,248.7,-14
2537,2538,"Bowman, Stanley and Perez",Technology,Europe,6/2/2025,Pro,38,2,7/3/2025,0,1014.61,48
2538,2539,Andrews-Williams,Logistics,North America,8/13/2024,Free,4,0,9/14/2024,1,34.55,-11
2539,2540,Moore-Hayes,Logistics,Latin America,10/13/2022,Free,7,0,11/22/2022,1,68.5,9
2540,2541,Hampton-Richardson,Healthcare,North America,3/7/2025,Free,5,0,6/2/2025,1,16.25,-9
2541,2542,Brown and Sons,Retail,Europe,9/9/2022,Pro,30,1,9/24/2022,0,973.39,53
2542,2543,Nguyen Group,Logistics,Europe,11/24/2023,Free,2,0,7/13/2024,1,15.61,-27
2543,2544,Chavez Ltd,Healthcare,Europe,1/20/2023,Basic,19,0,2/8/2023,0,321.62,-17
2544,2545,"Hall, Andrews and Whitney",Healthcare,Asia-Pacific,7/26/2023,Pro,28,1,9/1/2023,0,1012.25,43
2545,2546,"Baker, Coleman and Morris",Retail,Europe,7/29/2023,Basic,13,0,10/1/2023,0,329.04,17
2546,2547,Dennis-Ramirez,Retail,Europe,8/23/2025,Pro,22,1,9/28/2025,0,862.14,6
2547,2548,Alexander LLC,Retail,North America,2/25/2024,Free,5,0,5/10/2024,1,36.77,14
2548,2549,Murillo-Johnson,Healthcare,North America,3/7/2024,Pro,21,2,4/27/2024,0,935.65,33
2549,2550,Vargas Ltd,Manufacturing,North America,12/21/2023,Enterprise,51,2,3/25/2024,0,5474.55,55
2550,2551,Peters Group,Healthcare,Latin America,3/8/2026,Enterprise,42,4,4/10/2026,0,5311.44,33
2551,2552,"Price, Ortiz and Barnes",Retail,North America,11/10/2025,Free,4,0,1/13/2026,1,39.25,-24
2552,2553,Case-Garcia,Retail,Latin America,8/17/2023,Basic,13,0,9/22/2023,0,251.96,9
2553,2554,Bond and Sons,Healthcare,North America,3/18/2024,Pro,33,3,5/10/2024,0,1090.51,32
2554,2555,Silva-Nelson,Manufacturing,North America,7/11/2025,Basic,21,3,8/27/2025,0,346.39,-22
2555,2556,"Marshall, Jackson and Martin",Retail,Asia-Pacific,1/15/2024,Free,6,1,1/20/2024,1,21.59,9
2556,2557,Jones Inc,Manufacturing,Asia-Pacific,4/3/2023,Free,5,1,4/27/2023,1,34.36,-13
2557,2558,Byrd-Davis,Retail,North America,8/19/2023,Free,7,1,12/19/2023,1,43.61,-45
2558,2559,"Harris, Lynch and Leon",Finance,Europe,5/10/2026,Free,5,0,7/7/2026,1,38.15,-15
2559,2560,Barnett-Mullins,Technology,Europe,6/30/2023,Basic,22,0,8/2/2023,0,297.5,32
2560,2561,Casey-Stone,Retail,Europe,10/16/2025,Basic,15,0,12/3/2025,0,343.19,29
2561,2562,Stone-Molina,Healthcare,North America,11/15/2023,Basic,18,3,6/6/2024,0,272.58,82
2562,2563,Brennan-Kennedy,Technology,Asia-Pacific,6/29/2023,Basic,13,2,7/24/2023,0,318.88,13
2563,2564,Williams-Pena,Healthcare,North America,1/9/2024,Basic,18,0,1/23/2024,0,334.99,28
2564,2565,Hogan-Robbins,Finance,North America,4/23/2025,Free,6,1,6/19/2025,1,17.42,-13
2565,2566,"Johnson, Perkins and Dunn",Technology,Europe,10/13/2023,Pro,29,1,10/18/2023,0,917.02,8
2566,2567,"Wolf, Larson and Crawford",Logistics,North America,8/22/2023,Free,8,1,10/6/2023,0,44.56,18
2567,2568,Stewart LLC,Technology,Latin America,7/11/2023,Enterprise,63,4,10/2/2023,0,5533.08,49
2568,2569,Long and Sons,Technology,North America,8/7/2022,Enterprise,39,2,8/23/2022,0,5083.87,45
2569,2570,Webb-Campbell,Finance,North America,12/24/2025,Free,7,0,2/2/2026,1,67.25,34
2570,2571,Anderson PLC,Manufacturing,North America,2/18/2023,Free,7,0,3/28/2023,1,22.37,10
2571,2572,Martinez-Sanders,Finance,North America,1/19/2023,Free,3,0,2/6/2023,1,23.57,8
2572,2573,Anderson Group,Logistics,North America,4/9/2025,Basic,20,2,8/3/2025,0,333.94,29
2573,2574,Smith and Sons,Technology,Latin America,2/13/2026,Pro,27,1,3/7/2026,0,1041.34,56
2574,2575,"Martinez, Jennings and Gibson",Healthcare,Europe,8/18/2024,Basic,13,0,9/25/2024,0,319.5,21
2575,2576,Jimenez-Young,Healthcare,Asia-Pacific,7/9/2025,Free,2,0,7/12/2025,1,18.09,-25
2576,2577,"Bradley, Ryan and Patel",Manufacturing,Europe,11/24/2025,Enterprise,44,1,12/19/2025,0,5308.15,87
2577,2578,Briggs-Irwin,Technology,North America,11/26/2025,Free,4,1,12/10/2025,1,11.85,19
2578,2579,Morales-Mitchell,Manufacturing,Asia-Pacific,3/5/2025,Free,8,1,4/18/2025,0,30.18,-7
2579,2580,Duncan-Robles,Healthcare,Europe,1/10/2023,Pro,22,0,4/15/2023,0,996.96,46
2580,2581,Rodgers-Lee,Logistics,North America,7/16/2024,Free,6,0,7/17/2024,1,58.59,-24
2581,2582,Mclean-Whitehead,Finance,North America,11/13/2024,Free,4,0,12/27/2024,1,24.94,39
2582,2583,Davis-Hamilton,Manufacturing,North America,11/6/2022,Enterprise,61,3,12/30/2022,0,5132.45,97
2583,2584,Delgado-Lee,Finance,Asia-Pacific,6/27/2024,Pro,33,1,8/1/2024,0,1095.37,28
2584,2585,"Hall, Shaffer and Miller",Retail,Europe,3/23/2024,Free,3,0,3/31/2024,1,16.74,3
2585,2586,"Williams, Reilly and Ruiz",Manufacturing,Latin America,9/2/2025,Pro,41,0,9/10/2025,0,918.49,35
2586,2587,"Brown, Burton and Adams",Healthcare,North America,6/7/2024,Basic,12,0,6/13/2024,0,254.06,19
2587,2588,"Wilson, Castillo and Meyers",Retail,Europe,8/11/2025,Enterprise,55,1,11/3/2025,0,5112.22,62
2588,2589,"Graham, Wallace and May",Manufacturing,Asia-Pacific,8/7/2025,Pro,32,5,9/12/2025,0,1070.05,1
2589,2590,Davidson-Phillips,Manufacturing,North America,8/23/2022,Free,6,1,12/8/2022,1,43.17,-13
2590,2591,Wilkinson-Hicks,Manufacturing,North America,1/22/2024,Basic,18,0,3/7/2024,0,296.67,73
2591,2592,Brown Ltd,Finance,Asia-Pacific,10/7/2024,Basic,16,1,1/6/2025,0,257.17,23
2592,2593,Daniels Group,Logistics,Europe,8/11/2024,Free,6,1,9/6/2024,1,26.27,8
2593,2594,Martinez-Novak,Technology,North America,9/9/2024,Enterprise,49,2,1/21/2025,0,5245.17,86
2594,2595,Hicks-Meadows,Healthcare,Europe,2/18/2026,Free,5,0,6/20/2026,1,44.18,6
2595,2596,Perkins-Mccall,Retail,North America,12/11/2023,Basic,13,0,12/15/2023,0,270.5,34
